hour	day	value
0	2	0.269206495098
0	3	-0.174900876724
0	4	1.32993409388
0	5	-0.227542521871
0	6	0.00774503875916
1	2	0.219414828431
1	3	1.07390954697
1	4	2.01106063963
1	5	0.0430129946586
1	6	-0.133189480306
2	2	0.270888480392
2	3	-0.485749758757
2	4	1.015669073
2	5	0.0312427733669
2	6	-0.304854067481
3	2	0.128694852941
3	3	2.10109321281
3	4	-0.812227509405
3	5	3.87365662731
3	6	0.0153609517393
4	2	0.240232843137
4	3	0.382791362499
4	4	-0.210862944162
4	5	0.701226857537
4	6	-0.382146294514
5	2	0.238869485294
5	3	0.0434998313191
5	4	-0.176520928817
5	5	0.33912611718
5	6	-0.736046080486
6	2	0.182279411765
6	3	2.77441180056
6	4	0.0475375331729
6	5	-0.695452209661
6	6	1.48446806716
7	2	0.341681985294
7	3	-0.537839609586
7	4	1.48216443394
7	5	-0.159357715318
7	6	0.00501023867871
8	2	0.291069240196
8	3	-0.432925922622
8	4	1.43286660723
8	5	-0.786875705037
8	6	2.96945586946
9	2	0.133229166667
9	3	-0.118254277156
9	4	0.572344304769
9	5	-0.647497162108
9	6	0.554078152323
10	2	0.332800245098
10	3	1.09737894445
10	4	0.584320462118
10	5	-0.298813254376
10	6	-0.737699346627
11	2	0.182411151961
11	3	0.087806089315
11	4	1.00445997436
11	5	0.0260871088686
11	6	0.513608345997
12	2	0.183584558824
12	3	0
12	4	2.01994056355
12	5	-0.469685280915
12	6	0.0136537536368
13	2	0.332536764706
13	3	0.289251280567
13	4	-0.468171895466
13	5	0.369611108505
13	6	-0.00242327716125
14	2	0.284025735294
14	3	-0.168173197208
14	4	-0.297681131297
14	5	0.0229325320762
14	6	0.494775224944
15	2	0.185526960784
15	3	0.568908699142
15	4	0.275242698838
15	5	-0.390007496489
15	6	0.267824070067
16	2	0.239613970588
16	3	-0.112098870728
16	4	-0.72733402298
16	5	3.91605975407
16	6	-0.385083409703
17	2	0.287334558824
17	3	6.51592311003
17	4	-0.581202820961
17	5	0.648771206235
17	6	-0.184084140114
18	2	0.133737745098
18	3	0.313546796018
18	4	-0.289145990438
18	5	-0.477676814497
18	6	0.00857276806644
19	2	0.176063112745
19	3	-0.28654655648
19	4	-0.147148337309
19	5	-0.475594251694
19	6	-0.481700078583
20	2	0.342616421569
20	3	0.37843688288
20	4	-0.455813611777
20	5	1.43054828965
20	6	-0.382449124123
21	2	0.324059436275
21	3	0.713111054579
21	4	-0.329333486621
21	5	-0.177698257944
21	6	0.0148443471614
22	2	0.125517769608
22	3	-0.698774867933
22	4	3.80162822252
22	5	0.425221826608
22	6	0.00242883272282
23	2	0.294335171569
23	3	-0.28794337135
23	4	1.51529805134
23	5	0.63098462704
23	6	-0.865833512263
24	2	0.388504901961
24	3	0.442421833938
24	4	-0.472657951102
24	5	0.985910745584
24	6	-0.22668793917
25	2	0.282444852941
25	3	0.36870362737
25	4	-0.155233814439
25	5	0.775581322805
25	6	-0.549823814639
26	2	0.240003063725
